seller_id,monthly_revenue,revenue_growth,order_volume,avg_order_value,return_rate,rating,days_active,inventory_turnover,late_ship_rate,previous_loans,platform,category,defaulted
VN01431,125844179.0,0.5264,1152,232164.0,0.0541,4.9,1690,7.89,0.1722,0,Shopee,Beauty,0
VN01432,184249783.0,0.1634,40,104325.0,0.2396,4.5,1238,9.54,0.0648,5,Shopee,Beauty,0
VN01433,190536649.0,0.2808,522,304652.0,0.1013,4.6,1090,8.79,0.0812,2,Shopee,Fashion,0
VN01434,64533300.0,-0.3408,76,285518.0,0.059,4.5,804,10.99,0.0909,5,Shopee,Fashion,0
VN01435,88159543.0,0.5147,243,213241.0,0.1248,3.9,1675,1.06,0.0097,3,Shopee,Beauty,0
VN01436,123522633.0,0.4767,621,76946.0,0.0853,3.5,429,1.56,0.0635,2,TikTok Shop,Home,0
VN01437,82927862.0,-0.302,1073,357611.0,0.2416,4.4,719,3.27,0.0639,3,Shopee,Home,0
VN01438,333618667.0,0.1103,905,249833.0,0.0512,4.1,1195,13.81,0.0691,0,Lazada,Beauty,0
VN01439,144419268.0,0.8738,775,198495.0,0.0581,3.5,1022,11.3,0.0218,2,Lazada,Food,0
VN01440,173408101.0,0.1759,609,183444.0,0.1189,4.0,163,12.98,0.0873,5,Shopee,Food,0
VN01441,164292831.0,0.2774,1063,153528.0,0.0834,3.7,1498,4.17,0.2929,5,Shopee,Fashion,0
VN01442,240951299.0,0.7874,1070,169019.0,0.0253,5.0,690,8.25,0.166,5,Shopee,Beauty,0
VN01443,114463456.0,0.5466,1050,294964.0,0.118,4.6,1341,7.99,0.2963,5,TikTok Shop,Food,0
VN01444,37783235.0,0.3776,15,155071.0,0.0773,3.7,287,8.19,0.2103,0,TikTok Shop,Home,0
VN01445,134862455.0,0.6473,1174,175054.0,0.1179,4.5,1092,10.19,0.0294,4,Shopee,Electronics,0
VN01446,61311766.0,0.7305,147,188378.0,0.2342,3.6,334,5.82,0.0132,0,Shopee,Electronics,0
VN01447,67223772.0,0.2211,100,190976.0,0.1836,3.3,1336,9.64,0.1945,2,TikTok Shop,Beauty,0
VN01448,155129842.0,0.2439,530,147428.0,0.1088,3.9,555,11.14,0.0765,4,TikTok Shop,Fashion,0
VN01449,252952505.0,0.1326,189,184407.0,0.2215,4.1,436,4.4,0.0537,5,TikTok Shop,Electronics,0
VN01450,101539017.0,0.8584,777,238388.0,0.0974,4.4,1412,13.27,0.0354,4,Lazada,Home,0
VN01451,125978871.0,0.5215,1059,127720.0,0.0275,4.6,915,7.49,0.0532,3,TikTok Shop,Home,0
VN01452,358221192.0,-0.246,1011,184834.0,0.0988,4.0,407,10.39,0.0901,1,Shopee,Home,0
VN01453,119707866.0,0.7287,1143,527283.0,0.1615,4.5,498,10.34,0.1625,4,TikTok Shop,Electronics,0
VN01454,703277660.0,0.2507,592,194547.0,0.0609,3.4,902,8.13,0.0658,1,Shopee,Food,0
VN01455,152722367.0,-0.2641,63,126095.0,0.3541,4.9,1019,4.86,0.1854,0,TikTok Shop,Home,0
VN01456,26680084.0,0.3371,542,118930.0,0.1294,3.4,1334,9.5,0.087,0,Lazada,Fashion,0
VN01457,175826139.0,0.1715,159,106660.0,0.0276,4.0,1618,1.68,0.1968,4,Shopee,Beauty,0
VN01458,133001211.0,0.7472,776,452960.0,0.109,3.8,40,13.75,0.1321,3,Shopee,Beauty,0
VN01459,262907960.0,-0.095,1113,332372.0,0.1752,3.5,704,2.98,0.1453,0,Shopee,Beauty,0
VN01460,165566919.0,0.6831,943,105365.0,0.2327,4.4,724,4.22,0.1517,1,Shopee,Food,0
VN01461,90075432.0,0.3471,808,223430.0,0.2921,5.0,1239,13.38,0.0941,4,TikTok Shop,Beauty,0
VN01462,39895589.0,-0.2817,333,370429.0,0.117,3.3,1602,3.02,0.0573,4,TikTok Shop,Beauty,0
VN01463,85432108.0,0.8648,1125,196765.0,0.054,3.1,1002,2.8,0.1285,3,Shopee,Electronics,0
VN01464,52804642.0,0.2908,712,157030.0,0.156,3.8,38,11.36,0.3405,4,Shopee,Food,0
VN01465,64657031.0,0.0136,861,615660.0,0.0778,4.1,57,3.89,0.1166,2,TikTok Shop,Food,0
VN01466,155387694.0,0.2368,797,77445.0,0.042,4.6,852,1.78,0.3404,1,Shopee,Electronics,0
VN01467,349644813.0,0.7223,56,748847.0,0.0728,4.0,715,3.56,0.2627,5,TikTok Shop,Fashion,0
VN01468,134356013.0,0.0311,1131,206902.0,0.2012,3.3,1517,12.49,0.2901,2,Shopee,Beauty,0
VN01469,40754944.0,-0.1092,543,382780.0,0.0637,4.8,1692,4.28,0.0036,2,TikTok Shop,Fashion,0
VN01470,139482821.0,-0.1887,306,110160.0,0.095,3.7,540,9.88,0.0442,1,TikTok Shop,Electronics,0
VN01471,245172748.0,0.0223,983,139694.0,0.167,4.5,531,5.83,0.0511,4,TikTok Shop,Electronics,0
VN01472,63253614.0,0.6251,111,117011.0,0.0459,3.6,611,4.04,0.1322,4,Shopee,Electronics,0
VN01473,90375803.0,0.2395,1133,190896.0,0.1041,4.1,807,2.44,0.0604,2,TikTok Shop,Electronics,0
VN01474,101038900.0,-0.0656,88,234184.0,0.1089,4.4,1716,13.62,0.0811,5,TikTok Shop,Home,0
VN01475,55468523.0,-0.1423,1106,342286.0,0.1019,3.8,690,7.54,0.0175,1,TikTok Shop,Electronics,0
VN01476,162503537.0,0.0659,772,85329.0,0.0023,4.4,1271,2.05,0.28,0,Shopee,Fashion,0
VN01477,91266001.0,0.8249,1115,217171.0,0.0241,4.0,1482,3.18,0.0613,1,Shopee,Electronics,0
VN01478,136884674.0,0.0788,222,314096.0,0.407,4.0,1691,6.0,0.0191,5,TikTok Shop,Fashion,0
VN01479,51360547.0,0.8852,424,344929.0,0.1136,5.0,32,7.85,0.1197,2,Shopee,Electronics,0
VN01480,71980534.0,0.2565,345,161094.0,0.0687,4.4,1240,2.95,0.0271,1,TikTok Shop,Electronics,0
VN01481,171790457.0,-0.126,358,162099.0,0.0591,4.4,72,4.25,0.1964,1,TikTok Shop,Home,0
VN01482,75555280.0,0.7639,1003,191758.0,0.043,4.6,1664,11.08,0.0985,0,TikTok Shop,Electronics,0
VN01483,364932473.0,0.2254,785,220362.0,0.3424,4.5,804,6.14,0.0323,3,Shopee,Beauty,0
VN01484,74051612.0,0.5371,88,385116.0,0.1194,4.4,1464,0.52,0.0535,3,Shopee,Home,0
VN01485,118273884.0,0.8796,268,109639.0,0.0797,4.8,1243,1.23,0.0099,0,Shopee,Home,0
VN01486,201126199.0,-0.2873,973,135520.0,0.1152,3.7,71,6.43,0.0162,1,Shopee,Beauty,1
VN01487,34491577.0,-0.2291,834,103187.0,0.0904,4.3,1150,1.31,0.1044,2,Lazada,Home,0
VN01488,26679163.0,0.5506,1000,248669.0,0.0428,4.0,759,2.85,0.2339,0,Shopee,Electronics,0
VN01489,31824843.0,0.0023,346,348253.0,0.0821,4.3,677,10.33,0.0505,3,TikTok Shop,Beauty,0
VN01490,257605030.0,-0.1196,761,98668.0,0.2682,3.9,686,6.99,0.06,5,Shopee,Electronics,0
VN01491,66062141.0,-0.3008,850,209893.0,0.0998,3.4,1570,7.01,0.1301,3,Lazada,Home,0
VN01492,680711726.0,-0.3227,469,335877.0,0.0736,4.6,910,8.58,0.0076,0,Shopee,Food,0
VN01493,65451129.0,0.6181,1153,297234.0,0.1142,5.0,1189,11.15,0.1055,1,Shopee,Beauty,0
VN01494,114766878.0,-0.182,327,295486.0,0.1683,4.7,539,2.64,0.1262,4,TikTok Shop,Fashion,0
VN01495,317688679.0,0.2347,1032,110753.0,0.2772,4.6,1572,2.84,0.0188,2,Shopee,Home,0
VN01496,449915194.0,0.4074,242,294996.0,0.0558,4.3,66,2.14,0.0051,4,Shopee,Food,0
VN01497,469006733.0,0.1854,848,182963.0,0.1366,4.1,852,13.15,0.0878,2,Shopee,Home,0
VN01498,247340051.0,-0.3161,872,342861.0,0.1416,4.2,608,8.29,0.127,4,Shopee,Electronics,0
VN01499,215408524.0,0.6294,832,251345.0,0.163,4.1,866,1.75,0.1024,4,TikTok Shop,Electronics,0
VN01500,155848542.0,-0.3369,1032,133552.0,0.2547,3.9,546,3.48,0.0558,2,Lazada,Electronics,1
VN01501,179156594.0,0.6024,542,230823.0,0.0509,3.4,814,10.3,0.1031,5,Shopee,Food,0
VN01502,66095466.0,0.7666,964,302325.0,0.2373,4.3,1050,0.89,0.0823,2,TikTok Shop,Electronics,0
VN01503,54100330.0,0.191,441,155876.0,0.1618,4.1,908,10.3,0.03,3,Shopee,Home,0
VN01504,99679356.0,0.3194,56,214143.0,0.1843,4.8,1111,12.8,0.1787,1,Shopee,Home,0
VN01505,87957257.0,0.2462,479,102919.0,0.1733,4.6,988,1.26,0.2696,1,Shopee,Home,0
VN01506,71134212.0,0.1365,292,264214.0,0.182,3.2,184,3.02,0.1723,3,TikTok Shop,Beauty,1
VN01507,168473763.0,0.7593,850,195217.0,0.0649,5.0,142,0.53,0.0338,5,Shopee,Home,0
VN01508,204581893.0,0.7674,33,317122.0,0.0782,3.9,1513,1.97,0.0894,4,TikTok Shop,Electronics,0
VN01509,106782559.0,0.0698,80,260520.0,0.1197,4.0,1657,8.83,0.0098,5,Shopee,Beauty,0
VN01510,302668154.0,0.4188,181,163802.0,0.1854,3.4,865,1.11,0.0389,5,TikTok Shop,Beauty,0
VN01511,42445572.0,0.8086,1034,131507.0,0.0936,4.3,630,6.25,0.0806,2,TikTok Shop,Beauty,0
VN01512,86422222.0,0.8526,417,117219.0,0.1606,4.4,471,7.3,0.0148,0,Shopee,Beauty,0
VN01513,58374124.0,0.2862,423,155794.0,0.0363,5.0,1743,12.74,0.0907,4,TikTok Shop,Food,0
VN01514,24645319.0,0.216,126,312872.0,0.35,4.6,257,6.9,0.0983,1,Shopee,Home,0
VN01515,93923341.0,-0.0016,611,83439.0,0.1662,3.9,903,2.42,0.0988,2,Shopee,Food,0
VN01516,91211302.0,0.8486,665,119627.0,0.1348,3.3,1632,4.41,0.2026,3,Shopee,Fashion,0
VN01517,310932781.0,-0.1715,1077,308507.0,0.1793,3.9,1175,9.57,0.1986,5,Shopee,Food,0
VN01518,160388373.0,0.3748,119,390224.0,0.0815,4.7,700,2.01,0.0396,4,Shopee,Beauty,0
VN01519,46355935.0,0.0032,338,122813.0,0.1441,4.0,1410,3.63,0.0644,0,Shopee,Home,0
VN01520,401440315.0,-0.0012,1006,118966.0,0.1059,3.7,1321,13.94,0.0682,4,Shopee,Home,0
VN01521,249701128.0,0.1562,443,405786.0,0.3794,4.3,724,0.57,0.1293,3,Shopee,Electronics,0
VN01522,154634261.0,0.8985,649,188755.0,0.0808,4.0,1538,2.55,0.1124,0,Lazada,Food,0
VN01523,84320614.0,-0.2813,744,128377.0,0.1029,4.0,898,11.89,0.166,4,TikTok Shop,Home,0
VN01524,48662563.0,0.3732,903,338510.0,0.1166,3.8,1057,1.87,0.1717,3,Shopee,Fashion,1
VN01525,75590783.0,-0.2468,1099,258265.0,0.179,4.3,1531,0.95,0.1279,4,TikTok Shop,Fashion,0
VN01526,226116625.0,-0.1568,407,290200.0,0.1228,4.7,150,2.14,0.0823,2,TikTok Shop,Food,0
VN01527,410727169.0,0.1995,218,131766.0,0.0247,4.5,771,9.86,0.1003,4,Shopee,Electronics,0
VN01528,317958887.0,0.2881,272,242174.0,0.0626,3.2,1539,13.91,0.1521,5,Shopee,Fashion,0
VN01529,69258950.0,-0.0265,500,374424.0,0.1002,5.0,1272,8.47,0.0256,3,Lazada,Electronics,0
VN01530,43154054.0,0.0456,460,276619.0,0.2219,4.6,723,2.18,0.055,1,TikTok Shop,Food,0
VN01531,111069277.0,-0.2413,1038,318041.0,0.0264,4.4,1331,2.98,0.0676,3,TikTok Shop,Home,0
VN01532,26526916.0,0.029,356,404971.0,0.2961,4.4,286,7.76,0.0723,4,TikTok Shop,Electronics,0
VN01533,127340580.0,0.8582,147,248658.0,0.2252,4.5,1357,10.16,0.1544,2,TikTok Shop,Fashion,0
VN01534,89459634.0,0.8309,457,151364.0,0.2694,4.4,72,9.45,0.0104,1,Shopee,Electronics,0
VN01535,70454145.0,0.0686,267,311313.0,0.1502,3.7,899,8.26,0.0191,5,TikTok Shop,Home,0
VN01536,30218736.0,0.3636,279,115514.0,0.0975,4.5,945,13.81,0.0631,3,TikTok Shop,Home,0
VN01537,146890810.0,0.787,107,179663.0,0.0595,4.3,1583,3.17,0.1299,1,Shopee,Fashion,0
VN01538,67018172.0,-0.3423,152,269423.0,0.2583,4.4,1763,2.83,0.0692,2,TikTok Shop,Electronics,0
VN01539,41556411.0,0.6634,1016,40187.0,0.0841,3.9,1742,12.1,0.256,5,TikTok Shop,Electronics,0
VN01540,11591740.0,0.8355,321,227802.0,0.3025,4.7,617,4.43,0.1112,0,Shopee,Beauty,0
VN01541,97890868.0,-0.2358,280,233238.0,0.0263,3.9,942,4.99,0.2419,1,Shopee,Fashion,1
VN01542,377540610.0,-0.1482,660,113781.0,0.0273,4.2,1746,7.91,0.037,3,Lazada,Electronics,0
VN01543,347385062.0,0.8509,332,236317.0,0.0559,3.9,1203,5.65,0.0165,2,Lazada,Food,0
VN01544,70928140.0,0.3219,1151,220792.0,0.051,3.7,623,4.38,0.0968,3,TikTok Shop,Beauty,0
VN01545,63613798.0,-0.3323,915,204227.0,0.2055,4.6,1063,12.88,0.0542,2,Shopee,Fashion,0
VN01546,142034521.0,-0.028,468,363930.0,0.2279,3.9,821,2.25,0.0587,3,Shopee,Home,0
VN01547,47261706.0,0.2124,205,311593.0,0.1109,4.3,241,5.96,0.2295,2,Shopee,Fashion,0
VN01548,125315351.0,0.5161,845,276507.0,0.0889,3.5,1705,0.54,0.0862,4,TikTok Shop,Food,0
VN01549,177514030.0,0.5665,1127,120317.0,0.1059,3.3,1313,11.4,0.1527,3,TikTok Shop,Food,0
VN01550,250808415.0,0.8943,201,199054.0,0.1394,5.0,1435,2.77,0.028,2,Lazada,Home,0
VN01551,92700502.0,0.0094,833,363022.0,0.0262,5.0,1442,10.94,0.1891,0,Lazada,Home,0
VN01552,85775561.0,0.3228,1035,180353.0,0.1729,3.9,951,2.51,0.0819,2,Shopee,Home,0
VN01553,51728170.0,0.3167,146,436756.0,0.0126,4.4,1793,6.13,0.2188,0,Shopee,Beauty,0
VN01554,53749221.0,0.1571,886,280575.0,0.2247,4.0,365,10.33,0.0849,5,Lazada,Food,0
VN01555,84320943.0,-0.1385,649,472022.0,0.0823,4.5,1058,4.16,0.0434,1,TikTok Shop,Home,0
VN01556,131632450.0,0.8718,705,117752.0,0.0231,3.7,951,4.74,0.1959,2,Shopee,Food,0
VN01557,198279552.0,0.7166,706,185846.0,0.1979,3.6,112,9.51,0.0892,1,Shopee,Beauty,0
VN01558,54713213.0,0.2729,1137,194840.0,0.1926,4.2,1059,3.03,0.1797,1,TikTok Shop,Beauty,1
VN01559,306128782.0,0.4041,1072,271872.0,0.1321,4.4,181,13.35,0.3819,4,TikTok Shop,Food,0
VN01560,81544325.0,-0.0659,596,138788.0,0.0749,3.9,1788,3.05,0.1165,5,Shopee,Home,0
VN01561,98343256.0,0.3297,185,89877.0,0.1383,3.5,1234,10.62,0.0124,2,Shopee,Fashion,0
VN01562,57058707.0,0.5187,798,242583.0,0.3624,4.8,1220,11.34,0.0224,4,TikTok Shop,Electronics,0
VN01563,16221041.0,0.294,1097,167169.0,0.1852,4.0,1523,5.55,0.0746,5,Shopee,Food,0
VN01564,193935085.0,0.8879,195,158681.0,0.1249,4.0,107,2.61,0.1017,4,Lazada,Beauty,0
VN01565,173663994.0,0.4142,33,142002.0,0.2109,4.8,441,2.74,0.064,1,Shopee,Home,0
VN01566,80922651.0,0.1137,1133,213618.0,0.0041,5.0,1607,13.8,0.1141,3,TikTok Shop,Electronics,0
VN01567,105081105.0,0.6152,895,117192.0,0.0446,4.4,1627,10.29,0.0581,1,TikTok Shop,Food,0
VN01568,147148732.0,-0.1369,189,182208.0,0.0208,4.6,410,6.58,0.0574,5,Shopee,Fashion,0
VN01569,30956409.0,0.1306,68,132673.0,0.367,3.6,977,3.97,0.0977,5,Shopee,Fashion,0
VN01570,67201793.0,0.0837,709,148066.0,0.2204,4.6,819,0.76,0.171,1,TikTok Shop,Beauty,0
VN01571,181306316.0,0.1898,877,239643.0,0.0786,4.6,342,9.55,0.0975,5,Shopee,Beauty,0
VN01572,39008219.0,0.6272,363,278091.0,0.1505,3.7,893,13.42,0.0247,0,Shopee,Beauty,0
VN01573,124543854.0,0.2552,457,172292.0,0.163,3.9,424,1.94,0.0952,3,Shopee,Food,0
VN01574,36127454.0,0.6425,847,325760.0,0.0495,4.8,572,10.69,0.1416,1,Shopee,Fashion,0
VN01575,141785015.0,0.3706,594,123456.0,0.1514,4.1,33,2.57,0.068,3,Lazada,Fashion,0
VN01576,97296044.0,0.0776,296,93906.0,0.0619,4.9,138,11.19,0.0503,0,TikTok Shop,Beauty,0
VN01577,29759267.0,0.6625,374,102933.0,0.13,4.2,947,5.5,0.152,3,Shopee,Beauty,0
VN01578,239378016.0,-0.0521,929,117277.0,0.0505,4.2,915,10.11,0.2246,2,Lazada,Home,0
VN01579,57601336.0,-0.0695,837,104146.0,0.1314,4.7,122,13.0,0.2173,0,Shopee,Fashion,0
VN01580,54423721.0,0.2806,906,551599.0,0.0676,5.0,1152,8.87,0.14,3,Shopee,Beauty,0
VN01581,116153935.0,-0.0239,967,92493.0,0.0234,4.5,221,12.93,0.1849,4,Shopee,Beauty,0
VN01582,236504552.0,-0.3386,655,320845.0,0.1397,4.3,362,3.67,0.0862,3,TikTok Shop,Beauty,0
VN01583,46647675.0,0.4604,1046,198280.0,0.1762,4.8,1265,13.7,0.1174,0,TikTok Shop,Home,0
VN01584,104663384.0,0.2889,577,224650.0,0.0545,4.9,1648,12.28,0.1321,4,Shopee,Fashion,0
VN01585,137841134.0,0.2069,505,127661.0,0.2943,4.5,1260,1.95,0.0506,5,Shopee,Fashion,0
VN01586,168059595.0,0.8587,355,236269.0,0.2944,4.4,656,6.08,0.0782,3,Shopee,Fashion,0
VN01587,114070948.0,0.364,486,127140.0,0.0112,4.6,1015,13.01,0.1345,3,TikTok Shop,Home,0
VN01588,75884964.0,0.7293,263,318502.0,0.222,3.5,602,1.55,0.0897,0,TikTok Shop,Food,0
VN01589,53720613.0,-0.1757,249,331956.0,0.2002,3.7,385,6.63,0.4583,4,Shopee,Home,1
VN01590,106601476.0,0.3615,1121,187694.0,0.1552,4.3,1306,10.27,0.0641,4,TikTok Shop,Electronics,0
VN01591,44718406.0,0.735,1131,193943.0,0.046,3.8,620,0.95,0.0659,3,TikTok Shop,Home,0
VN01592,11172737.0,0.3789,838,249287.0,0.0792,4.2,225,10.66,0.0094,5,TikTok Shop,Electronics,0
VN01593,138643972.0,0.5475,646,242997.0,0.0939,4.3,291,5.38,0.108,2,Shopee,Beauty,0
VN01594,196849716.0,0.1151,543,335063.0,0.0597,3.7,351,3.87,0.1018,0,Shopee,Electronics,0
VN01595,16984312.0,-0.2344,136,330355.0,0.1904,4.5,449,8.28,0.1515,0,TikTok Shop,Home,0
VN01596,46861264.0,0.2224,906,197912.0,0.0972,3.2,1551,7.85,0.076,1,TikTok Shop,Food,0
VN01597,158992199.0,0.1431,24,158164.0,0.2062,4.0,361,12.3,0.2625,4,Shopee,Fashion,0
VN01598,467598978.0,0.7338,852,301284.0,0.2014,3.4,1349,9.63,0.1119,4,Shopee,Home,0
VN01599,101502631.0,-0.045,767,185694.0,0.0711,4.0,1289,6.2,0.0934,1,Shopee,Fashion,0
VN01600,57886676.0,0.8584,900,212537.0,0.0731,4.7,710,9.28,0.0411,3,Shopee,Electronics,0
VN01601,87122669.0,0.8477,478,261753.0,0.1043,3.8,36,10.63,0.0425,3,Shopee,Beauty,0
VN01602,280240106.0,-0.0405,726,327021.0,0.1373,3.2,563,13.15,0.0101,0,Shopee,Beauty,0
VN01603,61560246.0,0.0851,742,228759.0,0.0838,4.1,101,10.01,0.0954,3,Shopee,Home,0
VN01604,54877061.0,0.7694,731,149702.0,0.1305,3.8,1553,7.84,0.2883,2,Shopee,Electronics,0
VN01605,69576843.0,0.8583,94,493119.0,0.1321,4.2,647,5.54,0.0864,2,TikTok Shop,Electronics,0
VN01606,48886094.0,0.2043,494,431564.0,0.0029,4.1,168,12.54,0.3719,2,Shopee,Fashion,0
VN01607,109562173.0,0.0512,916,120692.0,0.1637,4.3,1439,11.2,0.1729,1,TikTok Shop,Electronics,0
VN01608,337983908.0,0.3076,905,127276.0,0.1215,4.8,571,1.54,0.3115,5,Shopee,Food,0
VN01609,127332133.0,0.5097,32,135536.0,0.241,4.0,353,9.94,0.2535,2,Shopee,Beauty,0
VN01610,82700390.0,-0.0082,216,306899.0,0.1055,4.2,978,7.77,0.0896,1,Shopee,Food,0
VN01611,80288869.0,0.5706,755,502611.0,0.0848,4.0,630,1.9,0.0667,0,TikTok Shop,Food,0
VN01612,30941438.0,-0.2854,333,155883.0,0.1323,4.7,1718,8.13,0.174,0,TikTok Shop,Fashion,0
VN01613,193799046.0,-0.2884,231,218520.0,0.1689,4.3,102,3.1,0.0891,5,Shopee,Electronics,0
VN01614,94265149.0,0.1329,1072,137819.0,0.2338,4.5,869,10.06,0.0837,2,Shopee,Fashion,0
VN01615,87280713.0,0.0918,280,469816.0,0.1648,4.6,1442,4.26,0.1154,1,Shopee,Beauty,0
VN01616,1095887831.0,0.0445,738,303281.0,0.0842,3.2,1291,2.53,0.0327,2,TikTok Shop,Fashion,0
VN01617,125030052.0,0.2638,789,132944.0,0.0611,4.6,1017,1.61,0.1442,5,Shopee,Food,0
VN01618,56863073.0,0.0509,1118,70181.0,0.0916,4.4,1375,7.13,0.156,5,TikTok Shop,Fashion,0
VN01619,72582311.0,-0.1097,427,337322.0,0.1872,3.9,1394,3.2,0.0192,3,TikTok Shop,Electronics,0
VN01620,236470561.0,0.0368,1050,150807.0,0.186,4.8,1358,12.04,0.1164,1,TikTok Shop,Fashion,0
VN01621,108792484.0,0.8686,415,306008.0,0.0164,4.7,1061,0.54,0.0249,1,Lazada,Electronics,0
VN01622,33980300.0,0.1639,738,232546.0,0.1989,4.1,1260,11.89,0.0142,1,Lazada,Food,0
VN01623,199120694.0,0.2059,296,80246.0,0.0696,3.2,440,7.53,0.0967,1,TikTok Shop,Electronics,0
VN01624,60544666.0,0.3707,1150,134136.0,0.3054,4.2,287,12.95,0.0224,3,Lazada,Electronics,0
VN01625,407264469.0,0.8792,737,168203.0,0.1866,3.7,680,3.26,0.1549,2,Shopee,Electronics,0
VN01626,224645924.0,-0.048,765,143215.0,0.0912,3.1,1099,1.88,0.1183,0,Shopee,Electronics,0
VN01627,71450008.0,0.5016,282,212795.0,0.2111,4.5,155,8.94,0.0588,5,Shopee,Beauty,0
VN01628,261190941.0,0.545,312,245411.0,0.1014,5.0,1074,10.04,0.1982,4,Lazada,Home,0
VN01629,105149282.0,0.4092,584,491236.0,0.1827,4.2,1223,5.53,0.1047,4,TikTok Shop,Beauty,0
VN01630,189439497.0,-0.2393,523,254258.0,0.2779,4.3,573,0.68,0.2611,1,Shopee,Fashion,1
VN01631,143744735.0,0.4961,560,423179.0,0.2221,4.9,1469,5.99,0.0021,1,TikTok Shop,Beauty,0
VN01632,52969801.0,-0.2699,789,158196.0,0.2077,4.3,484,3.66,0.0666,0,Shopee,Beauty,0
VN01633,61671818.0,0.3952,379,359549.0,0.2041,3.9,691,5.19,0.1091,4,Shopee,Electronics,0
VN01634,216363541.0,0.5745,561,165943.0,0.1462,3.1,1259,7.34,0.1479,1,Shopee,Fashion,0
VN01635,77742956.0,-0.0863,285,126943.0,0.0709,4.6,1386,9.98,0.0049,5,Shopee,Fashion,0
VN01636,73829110.0,0.702,753,124289.0,0.1386,4.4,1074,13.5,0.1066,5,Shopee,Food,0
VN01637,48820363.0,-0.3121,551,53585.0,0.1252,4.7,947,2.44,0.0378,3,TikTok Shop,Electronics,0
VN01638,137302805.0,0.7048,73,307749.0,0.2705,3.0,1703,9.68,0.1165,4,TikTok Shop,Beauty,0
VN01639,469366133.0,0.2254,100,105335.0,0.0957,5.0,1118,3.65,0.1753,3,Shopee,Food,0
VN01640,44873156.0,-0.078,777,405985.0,0.1111,3.8,1630,3.48,0.2011,0,Shopee,Food,0
VN01641,101763759.0,-0.1828,404,184037.0,0.1639,4.7,117,9.05,0.0361,0,TikTok Shop,Beauty,0
VN01642,288200050.0,0.8416,733,92279.0,0.0791,3.3,1532,10.98,0.1377,4,Lazada,Fashion,0
VN01643,94137681.0,-0.2592,870,114822.0,0.2161,3.8,1096,13.7,0.137,5,Lazada,Electronics,0
VN01644,140297938.0,-0.1011,163,220867.0,0.1122,3.9,1194,10.88,0.0296,2,Shopee,Electronics,0
VN01645,45046455.0,0.0848,597,78435.0,0.0289,3.7,1427,2.62,0.2996,4,Shopee,Beauty,0
VN01646,137788481.0,0.4253,135,269675.0,0.1428,3.8,545,3.54,0.1504,3,Shopee,Electronics,0
VN01647,86845549.0,0.331,779,94074.0,0.1106,5.0,529,10.78,0.0802,2,Shopee,Home,0
VN01648,209303832.0,-0.1929,619,138761.0,0.1944,4.0,1332,7.61,0.232,3,TikTok Shop,Food,0
VN01649,243478582.0,0.0122,270,221762.0,0.272,5.0,355,4.49,0.1635,3,Shopee,Food,0
VN01650,696914109.0,-0.0516,780,253674.0,0.1464,4.7,1471,6.87,0.0299,3,Lazada,Home,0
VN01651,154348699.0,-0.0831,878,299198.0,0.1346,3.2,582,12.85,0.068,1,TikTok Shop,Electronics,0
VN01652,127591873.0,0.1639,814,104477.0,0.1789,4.0,917,10.7,0.0553,2,Shopee,Fashion,0
VN01653,115616383.0,0.53,73,172090.0,0.5876,4.0,1025,6.58,0.0404,1,TikTok Shop,Home,0
VN01654,76677991.0,-0.0782,1036,346799.0,0.029,3.7,1655,13.74,0.0936,1,Shopee,Home,0
VN01655,128811787.0,0.1083,1107,172111.0,0.203,4.8,1022,11.23,0.0252,3,TikTok Shop,Food,0
VN01656,80072973.0,0.1386,402,232614.0,0.0474,4.6,958,0.58,0.2413,0,Lazada,Fashion,0
VN01657,113390223.0,0.8706,1124,217775.0,0.1703,5.0,950,2.02,0.0017,5,Shopee,Fashion,0
VN01658,268456152.0,0.8433,800,384854.0,0.1088,4.0,337,7.98,0.1579,4,TikTok Shop,Electronics,1
VN01659,46973449.0,0.6502,607,159061.0,0.1418,4.4,686,5.22,0.1279,0,Shopee,Fashion,0
VN01660,234956024.0,-0.0479,923,100210.0,0.0539,4.0,1360,11.47,0.1593,3,Shopee,Electronics,0
VN01661,268359028.0,-0.265,580,123756.0,0.0768,4.0,499,12.59,0.2418,4,TikTok Shop,Beauty,1
VN01662,91463323.0,0.0461,413,220670.0,0.0174,4.6,1237,3.75,0.2051,5,Shopee,Home,0
VN01663,20350353.0,-0.0165,913,91604.0,0.1017,5.0,1684,10.8,0.0661,4,Shopee,Home,0
VN01664,63346709.0,0.2824,307,152939.0,0.1002,4.7,654,7.73,0.1013,5,Shopee,Electronics,0
VN01665,264339788.0,0.6222,499,208503.0,0.1919,4.6,320,5.79,0.0748,3,Shopee,Electronics,0
VN01666,98232625.0,0.7229,817,136859.0,0.0212,4.2,278,11.12,0.0215,1,TikTok Shop,Electronics,0
VN01667,47229220.0,0.7061,904,236435.0,0.2099,4.6,353,8.13,0.0735,4,Lazada,Home,0
VN01668,68436633.0,0.0996,258,288429.0,0.2802,4.8,1496,9.08,0.1073,5,Shopee,Electronics,0
VN01669,187720558.0,0.509,974,252068.0,0.081,3.8,633,1.34,0.0535,4,Shopee,Home,0
VN01670,150586793.0,0.041,1192,92619.0,0.0709,4.2,88,8.41,0.0351,4,Shopee,Home,0
